Gender,DOB,Degree,Specialization,collegeGPA,GraduationYear,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
f,1991-06-30,B.Tech/B.E.,mechanical engineering,78.0,2012,0.9737,0.2668,0.5994,0.6498,-0.9194,330000
m,1992-09-13,B.Tech/B.E.,electronics and communication engineering,72.0,2014,0.5591,-0.1206,0.01,-1.6289,-1.6273,300000
m,1992-09-14,B.Tech/B.E.,electronics and communication engineering,70.6,2014,0.8463,0.8784,0.7785,-1.2486,-0.4776,325000
m,1991-10-26,B.Tech/B.E.,electronics and communication engineering,67.6,2013,-0.4463,0.2124,0.7785,1.0333,-0.8608,310000
m,1991-11-10,B.Tech/B.E.,aeronautical engineering,67.1,2013,0.2718,0.2124,0.01,0.2727,-0.0943,120000
m,1989-06-05,M.Tech./M.E.,computer science & engineering,70.0,2013,-1.4517,-1.1196,0.6248,1.794,-0.0943,525000
m,1991-10-11,B.Tech/B.E.,information science engineering,55.9,2013,0.99,0.8784,1.0859,-0.7415,1.0554,230000
m,1992-03-25,B.Tech/B.E.,electronics and electrical engineering,78.0,2014,-1.0208,-0.7866,0.01,1.6672,-1.4356,300000
f,1993-02-10,B.Tech/B.E.,computer science & engineering,70.4,2014,1.4208,-0.2871,0.1637,-2.2627,0.6721,305000
m,1993-05-12,B.Tech/B.E.,mechanical engineering,67.66,2014,0.8463,0.0459,-1.9881,0.7798,1.6302,205000
f,1988-07-25,B.Tech/B.E.,computer engineering,78.15,2010,-0.1082,0.9688,0.5269,-0.2902,0.3444,320000
m,1988-10-02,B.Tech/B.E.,electronics and electrical engineering,70.0,2011,-0.5719,0.6568,0.8171,-0.8778,0.3444,510000
f,1992-08-11,B.Tech/B.E.,electronics and electrical engineering,66.43,2014,-0.0154,1.0449,-0.1437,-0.6147,1.4386,205000
m,1988-06-04,B.Tech/B.E.,electronics & telecommunications,60.14,2013,-0.5899,-0.2871,0.01,0.1459,0.0973,140000
m,1991-06-05,B.Tech/B.E.,mechanical engineering,72.3,2013,1.5644,0.7119,1.2396,-2.3895,1.247,360000
f,1990-01-29,B.Tech/B.E.,electronics and communication engineering,78.07,2011,0.2009,0.6568,-0.7794,-0.0552,0.9763,375000
m,1985-10-21,MCA,computer application,62.0,2011,0.51,0.4488,0.065,-1.1911,0.1187,180000
m,1992-08-13,B.Tech/B.E.,computer science & engineering,66.0,2013,0.4155,0.2124,0.4711,-0.7415,0.6721,195000
m,1991-01-29,B.Tech/B.E.,information technology,69.2,2012,-0.7264,-0.4353,-1.2148,0.1798,-0.643,310000
m,1992-05-22,B.Tech/B.E.,electronics and communication engineering,71.77,2014,0.2718,0.8784,0.7785,-0.2344,0.0973,325000
f,1992-07-17,B.Tech/B.E.,computer science & engineering,65.72,2012,1.8517,1.3779,1.0859,-2.136,1.6302,275000
m,1988-08-24,B.Tech/B.E.,electronics and communication engineering,65.0,2010,-1.6538,-1.6833,-1.2148,1.3549,0.0284,375000
f,1990-03-24,B.Tech/B.E.,computer engineering,77.96,2011,0.8192,0.8128,0.5269,-1.4653,0.1864,515000
f,1990-01-14,B.Tech/B.E.,information technology,82.9,2011,0.3555,-0.5913,-0.6343,-0.9953,0.0284,380000
m,1988-04-07,B.Tech/B.E.,computer engineering,49.07,2013,-1.2287,-0.2793,-0.4891,-0.08457,-0.1295,350000
f,1992-08-06,B.Tech/B.E.,information technology,86.0,2014,-0.159,-1.2861,-0.9122,-2.0092,-1.244,265000
f,1992-03-22,B.Tech/B.E.,electronics & instrumentation eng,70.0,2013,-2.8879,-3.9501,-2.7565,-1.2486,-5.6512,325000
m,1991-08-17,B.Tech/B.E.,electronics engineering,68.87,2013,-1.0355,0.6568,0.8171,0.8848,0.4234,380000
m,1992-03-24,B.Tech/B.E.,information technology,71.7,2014,-2.457,-1.2861,-1.6807,0.653,-1.244,340000
m,1989-08-12,B.Tech/B.E.,electronics & telecommunications,56.43,2011,0.0464,0.8128,0.5269,-0.0552,-0.4455,280000
m,1991-12-25,B.Tech/B.E.,information technology,74.0,2013,-0.159,0.5454,0.9322,0.5262,-1.0524,410000
m,1992-08-30,B.Tech/B.E.,electronics and electrical engineering,72.5,2013,0.1282,0.3789,1.3933,-0.7415,0.8637,300000
f,1991-07-03,B.Tech/B.E.,electronics and communication engineering,80.5,2012,-0.880999999999999,1.1248,-2.9565,-0.78967,-1.2354,395000
m,1990-05-10,B.Tech/B.E.,electronics and communication engineering,69.06,2011,-0.2628,-1.0593,-0.0537,-0.5253,0.3444,90000
m,1989-06-19,B.Tech/B.E.,mechanical engineering,74.1,2010,-0.880999999999999,-0.6693,-0.7068,0.0622299999999999,-0.1295,300000
m,1988-07-28,B.Tech/B.E.,electrical engineering,63.96,2009,0.7027,-0.2871,-0.2974,-0.6147,-1.8189,160000
f,1991-08-05,B.Tech/B.E.,information technology,70.0,2012,-0.4173,0.6178,-0.4891,0.6498,-0.4455,145000
m,1991-07-26,B.Tech/B.E.,information technology,69.0,2014,0.1282,-0.1206,-1.0659,1.794,0.2889,150000
m,1993-01-28,B.Tech/B.E.,computer science & engineering,75.0,2014,0.7027,-1.2861,-0.9122,-0.7415,-0.8608,145000
m,1986-07-30,B.Tech/B.E.,electronics and communication engineering,55.52,2014,-0.7335,-2.1186,-1.9881,-0.4879,-5.0763,180000
m,1989-11-15,B.Tech/B.E.,chemical engineering,85.8,2011,-1.3447,-1.0593,0.672,1.0024,-1.7093,730000
m,1990-08-05,B.Tech/B.E.,electronics and electrical engineering,72.4,2013,1.1336,0.7119,0.1637,-0.4879,-0.4776,105000
m,1993-05-08,B.Tech/B.E.,electrical engineering,80.6,2014,-0.7335,-1.4526,-0.2974,-0.4879,-0.8608,305000
m,1991-04-10,B.Tech/B.E.,electronics and communication engineering,64.0,2013,1.1336,1.3779,1.2396,1.1601,1.0554,325000
m,1992-12-15,B.Tech/B.E.,computer science & engineering,70.14,2013,-0.0154,0.3789,0.4711,-0.1076,0.2889,180000
m,1987-09-05,B.Tech/B.E.,computer science & engineering,80.0,2010,0.4034,0.4934,-0.6339,-1.3255,0.7631,160000
f,1992-03-18,B.Tech/B.E.,mechanical engineering,80.02,2013,-0.5899,1.5444,-0.2974,-0.4879,0.6721,210000
f,1990-10-14,B.Tech/B.E.,computer science & engineering,80.0,2013,-0.7335,0.0459,-0.1437,-0.1076,0.4805,275000
m,1988-07-12,B.Tech/B.E.,computer engineering,63.88,2012,0.9737,1.1248,0.2366,0.0623,-0.0506,150000
m,1992-07-10,B.Tech/B.E.,information technology,77.8,2014,1.2772,0.2124,0.6248,-1.3753,0.4805,210000
m,1993-04-07,B.Tech/B.E.,electronics and communication engineering,81.0,2014,1.4208,1.2114,1.7007,-0.7415,0.4805,180000
f,1991-08-30,B.Tech/B.E.,electronics and communication engineering,67.0,2013,-0.3027,0.7119,1.3933,-2.3895,0.6721,325000
f,1990-10-06,B.Tech/B.E.,electronics and communication engineering,78.15,2012,0.8578,1.7488,0.0914,-1.3184,0.5024,360000
m,1987-12-26,MCA,computer application,74.8,2014,-0.8772,-0.7866,-1.9881,2.6814,-0.2859,180000
m,1991-08-02,B.Tech/B.E.,information technology,66.0,2013,0.1282,-0.2871,0.3174,-1.8824,0.0973,160000
m,1990-02-26,B.Tech/B.E.,computer engineering,67.23,2012,1.4374,0.9688,-0.0537,-1.11277,-0.2875,485000
m,1992-06-20,B.Tech/B.E.,computer science & engineering,75.7,2013,-0.4463,-0.6201,-0.1437,0.1459,-2.5853,350000
m,1992-01-15,B.Tech/B.E.,computer science & engineering,76.0,2014,-0.4463,-2.7846,-1.527,0.3995,-2.0105,325000
m,1991-07-15,B.Tech/B.E.,computer science & engineering,69.43,2012,0.3555,0.1888,-0.6343,2.2949,-0.9984,370000
m,1993-10-06,B.Tech/B.E.,electronics and communication engineering,71.3,2013,-0.0154,1.0449,0.6248,-1.8824,0.8637,350000
m,1993-06-09,B.Tech/B.E.,computer science & engineering,71.0,2014,-0.159,-1.9521,-0.7585,-0.7415,-2.2021,320000
m,1992-10-09,B.Tech/B.E.,electronics and communication engineering,65.6,2014,-1.1644,1.0449,0.7785,1.4136,-0.6692,225000
m,1988-12-04,B.Tech/B.E.,information technology,62.2,2012,0.5522,0.8128,-1.0116,-1.3008,0.1864,200000
f,1991-11-18,B.Tech/B.E.,electronics and communication engineering,74.42,2013,-1.308,-0.6201,-1.2196,1.2869,-0.8608,180000
m,1989-08-29,B.Tech/B.E.,information technology,70.0,2010,0.0464,0.3448,-0.9245,-0.9953,0.6603,400000
m,1990-05-13,B.Tech/B.E.,electronics and communication engineering,68.75,2011,0.0464,-2.1513,1.1074,0.0623,0.8183,500000
m,1993-02-09,B.Tech/B.E.,electronics and communication engineering,67.0,2014,-1.8825,-1.4526,-1.9881,1.5404,-1.244,325000
m,1990-02-20,B.Tech/B.E.,computer engineering,76.26,2012,0.3941,0.8128,0.2366,-1.3184,0.3444,260000
f,1991-04-29,B.Tech/B.E.,computer science & engineering,71.0,2012,1.4208,1.2114,0.9322,-0.6147,1.0554,205000
m,1990-07-21,B.Tech/B.E.,computer engineering,73.5,2011,0.6646,0.5008,0.8171,-0.7603,0.5024,760000
m,1988-09-08,B.Tech/B.E.,electronics and communication engineering,73.0,2010,0.2009,0.5008,0.0914,0.5323,0.1864,180000
m,1992-09-08,B.Tech/B.E.,electronics and communication engineering,76.2,2014,0.8463,0.7119,1.8543,-1.1218,0.2889,310000
m,1992-04-10,B.Tech/B.E.,electronics and communication engineering,78.4,2013,0.4285,0.1125,0.7785,-0.3612,0.166999999999999,150000
f,1991-06-06,B.Tech/B.E.,computer engineering,67.84,2011,0.8192,0.3448,0.5269,0.6498,0.6603,180000
f,1992-11-26,B.Tech/B.E.,electronics and communication engineering,79.96,2014,0.5591,0.8784,0.6248,0.653,1.0554,195000
m,1990-07-05,B.Tech/B.E.,information technology,71.06,2012,1.2828,1.1248,1.8331,-0.1727,1.6082,370000
m,1991-07-11,B.Tech/B.E.,computer science & engineering,75.0,2013,0.1282,1.2114,2.008,0.2727,0.6721,240000
f,1992-09-15,B.Tech/B.E.,instrumentation and control engineering,86.3,2013,0.2718,1.2114,0.4711,0.1459,1.0554,335000
m,1993-03-18,B.Tech/B.E.,mechanical engineering,80.6,2014,-0.4463,-0.9531,0.1637,0.0192,-2.0105,110000
m,1989-07-17,B.Tech/B.E.,information technology,76.75,2011,0.5591,-0.6201,-0.4511,-0.4879,0.2889,150000
m,1993-07-01,B.Tech/B.E.,electronics and communication engineering,67.46,2014,1.8517,0.3789,-0.7585,-0.6147,0.6721,200000
m,1989-05-12,B.Tech/B.E.,information technology,75.6,2012,1.1336,0.0459,1.2396,-0.4879,-0.0943,480000
m,1990-10-28,M.Tech./M.E.,information technology,8.89,2014,-0.880999999999999,-0.0842,-0.4891,-0.0552,-0.2875,820000
m,1990-02-26,MCA,computer application,81.6,2013,0.1282,0.7119,0.01,-0.3612,-1.244,210000
m,1988-07-05,B.Tech/B.E.,information technology,64.0,2011,0.0464,1.2808,0.9623,1.8249,0.3444,135000
m,1989-01-05,B.Tech/B.E.,information technology,60.0,2010,1.4374,-1.2153,-0.6343,-0.2902,-2.0253,225000
m,1993-04-18,B.Tech/B.E.,computer science & engineering,66.24,2014,0.1282,1.3779,-2.1418,-0.995,0.6721,360000
m,1991-01-15,B.Tech/B.E.,electronics and communication engineering,63.0,2013,-2.7443,-1.6191,-1.0659,0.1459,-2.2021,95000
m,1991-07-18,B.Tech/B.E.,computer engineering,65.0,2012,-1.3447,0.6178,-0.1626,1.1199,-0.9194,240000
f,1992-04-18,B.Tech/B.E.,computer science & engineering,72.0,2013,-1.7389,1.2114,-0.9122,2.0475,0.2889,200000
m,1989-06-01,B.Tech/B.E.,computer engineering,61.29,2011,1.5533,0.5008,1.1074,0.62043,0.1864,460000
m,1991-08-10,B.Tech/B.E.,computer science & engineering,63.0,2014,-1.1644,0.7119,1.3933,-1.6289,1.4386,205000
f,1991-10-05,B.Tech/B.E.,information technology,73.81,2013,1.2772,0.5454,0.1637,-0.4879,-0.4776,350000
m,1995-07-10,B.Tech/B.E.,electronics and electrical engineering,79.6,2014,1.8517,1.2114,0.4711,-0.3612,0.8637,170000
m,1991-06-15,B.Tech/B.E.,computer science & engineering,82.5,2012,0.626,0.3448,-0.4891,0.3561,-1.2354,215000
m,1992-03-31,B.Tech/B.E.,mechanical engineering,55.0,2012,-0.880999999999999,-2.0733,-2.4485,0.6498,-2.1833,100000
m,1992-09-28,B.Tech/B.E.,computer engineering,72.0,2013,0.2718,0.5454,-1.527,0.2727,0.6721,300000
f,1992-06-29,B.Tech/B.E.,electronics and electrical engineering,74.83,2014,0.4155,0.7119,0.3174,-0.7415,0.6721,100000
m,1991-06-04,B.Tech/B.E.,computer science & engineering,83.8,2013,0.1282,0.5454,1.2396,-0.6147,0.8637,300000
m,1990-10-07,B.Tech/B.E.,electronics and communication engineering,74.0,2013,0.4155,-0.2871,-0.7585,-1.8824,-0.6692,500000
f,1993-03-11,B.Tech/B.E.,electronics and communication engineering,83.0,2014,-1.1644,-0.1206,0.4711,0.2727,-0.0943,235000
f,1988-09-09,MCA,computer application,65.0,2011,0.0464,-0.4353,0.672,0.0623,0.0284,370000
m,1991-05-29,B.Tech/B.E.,information technology,67.0,2013,-0.159,-0.4536,0.4711,-0.7415,-0.6692,350000
m,1989-10-18,B.Tech/B.E.,mechanical engineering,56.8,2011,-0.5719,0.3448,-1.6502,-0.5253,-1.2354,120000
m,1991-05-31,B.Tech/B.E.,electronics & telecommunications,60.0,2012,1.2828,1.7878,1.1437,-0.6428,0.5024,145000
m,1991-07-31,B.Tech/B.E.,computer science & engineering,71.0,2013,0.8463,0.3789,-0.2974,0.1459,-0.0943,325000
f,1991-01-14,B.Tech/B.E.,electronics and communication engineering,82.47,2012,-0.880999999999999,0.5008,-0.0537,0.6498,-0.5245,360000
m,1992-11-08,B.Tech/B.E.,computer science & engineering,65.4,2014,-0.5899,-0.4536,-1.9881,1.794,-0.0943,180000
m,1988-01-27,B.Tech/B.E.,electronics and instrumentation engineering,61.0,2010,0.2009,0.5008,-1.0697,-0.5253,0.6603,110000
m,1991-06-05,B.Tech/B.E.,computer science & engineering,72.31,2013,-1.5953,-1.4526,-1.0659,0.2727,-2.3937,300000
m,1990-07-27,B.Tech/B.E.,electronics and communication engineering,73.5,2012,0.51,0.3448,-1.6502,-1.5828,-0.7615,120000
m,1987-10-29,B.Tech/B.E.,computer science & engineering,71.0,2009,0.5591,0.3789,0.01,-0.995,0.0973,150000
m,1991-04-28,B.Tech/B.E.,electronics and communication engineering,64.0,2013,-1.6924,-0.2793,-0.6343,0.3561,0.1864,180000
m,1991-10-17,B.Tech/B.E.,mechanical engineering,77.75,2013,1.5644,1.2114,-0.6048,-0.3612,0.0973,310000
f,1992-01-13,B.Tech/B.E.,computer science & engineering,73.0,2014,0.2718,0.2124,0.3174,-2.136,-0.0943,350000
m,1989-10-09,B.Tech/B.E.,mechanical engineering,63.0,2013,-0.0154,1.2114,1.2396,1.0333,1.4386,180000
f,1992-02-14,B.Tech/B.E.,information technology,72.48,2013,1.4208,1.2114,0.9322,1.794,0.2889,350000
m,1992-09-09,B.Tech/B.E.,mechanical engineering,84.9,2014,0.1282,0.5454,-0.4511,-1.6289,0.6721,325000
f,1989-10-10,B.Tech/B.E.,electrical engineering,88.1,2012,0.5591,0.5454,0.1637,-0.3612,1.0554,370000
m,1991-09-17,B.Tech/B.E.,mechanical engineering,63.6,2013,0.7027,-1.2861,0.4711,-0.3612,0.6721,220000
m,1991-08-12,B.Tech/B.E.,information technology,67.58,2013,-2.4266,0.6568,0.0914,1.4724,-0.8799,420000
m,1989-05-29,B.Tech/B.E.,electronics and electrical engineering,72.0,2010,-1.0355,0.1888,0.8171,-1.4653,0.1864,420000
m,1990-08-16,B.Tech/B.E.,applied electronics and instrumentation,61.5,2013,1.4208,1.2114,0.6248,-0.995,-0.2859,275000
m,1992-11-08,B.Tech/B.E.,information technology,90.1,2014,-0.0154,0.5454,0.3174,-1.3753,-0.2859,355000
m,1988-05-21,B.Tech/B.E.,electrical engineering,64.0,2011,-1.9629,-0.2793,0.672,-0.2902,-0.2875,400000
f,1991-10-25,B.Tech/B.E.,computer science & engineering,70.68,2012,-0.3027,-0.1206,0.4711,1.794,-0.6692,200000
m,1992-07-07,B.Tech/B.E.,information technology,80.68,2013,-1.6924,0.8128,0.0914,1.5018,-0.4455,275000
m,1991-02-01,B.Tech/B.E.,information technology,75.64,2013,-0.3027,0.3789,1.2396,0.2727,0.2889,450000
m,1987-12-21,B.Tech/B.E.,computer engineering,68.0,2010,-1.3447,-0.1232,0.2366,1.4724,0.1864,550000
m,1991-09-20,B.Tech/B.E.,computer science & engineering,78.0,2013,0.2718,0.3789,0.3174,-0.4879,-0.8608,180000
m,1991-01-14,B.Tech/B.E.,computer science & engineering,67.4,2013,-0.159,0.2124,0.01,0.1459,-1.8189,315000
m,1992-01-08,B.Tech/B.E.,computer science & engineering,64.0,2014,-0.5899,1.0449,-0.6048,-0.4879,0.0973,220000
m,1992-09-05,B.Tech/B.E.,computer science & engineering,60.0,2014,-0.4463,0.5454,1.0859,1.9207,0.8637,120000
m,1991-01-18,B.Tech/B.E.,information technology,67.25,2013,-0.159,0.0459,0.01,1.794,-0.6692,110000
m,1992-04-01,B.Tech/B.E.,electronics and communication engineering,72.04,2013,1.0896,0.1888,0.3817,0.2679,-1.8673,240000
f,1992-04-04,B.Tech/B.E.,computer science & engineering,78.12,2014,-0.159,-0.7866,-1.0659,-0.7415,-1.244,300000
f,1989-05-23,B.Tech/B.E.,computer engineering,80.0,2010,0.51,-0.1232,0.5269,-1.7004,-0.6035,700000
f,1992-12-05,B.Tech/B.E.,electronics and communication engineering,71.0,2014,-0.8772,0.5454,1.0859,-1.7556,0.4805,300000
m,1992-01-27,B.Tech/B.E.,electronics and electrical engineering,79.95,2013,-0.7335,0.2124,1.3933,2.0475,1.247,300000
m,1991-12-17,B.Tech/B.E.,computer science & engineering,71.26,2014,-0.8772,0.2124,-1.527,0.1459,-1.244,560000
f,1990-08-17,B.Tech/B.E.,information science engineering,65.2,2013,-0.3027,-0.6201,0.4711,-0.1076,-1.6273,200000
m,1992-08-12,B.Tech/B.E.,electronics and communication engineering,78.0,2013,-0.159,-1.7856,-0.9122,0.1459,-2.3937,390000
m,1989-03-02,MCA,computer application,68.23,2012,-0.3014,0.5008,-0.9245,0.7967,-0.4455,420000
m,1992-07-06,B.Tech/B.E.,electronics and communication engineering,68.0,2013,-1.5953,-0.2871,0.7785,0.5262,0.6721,310000
m,1990-08-10,B.Tech/B.E.,computer science & engineering,68.0,2013,1.2772,1.0449,1.3933,-0.4879,1.4386,120000
m,1992-12-16,B.Tech/B.E.,electronics and communication engineering,74.64,2014,0.2718,0.2124,-0.1437,-1.5021,-0.2859,325000
f,1989-06-24,MCA,computer application,71.25,2012,1.7156,-0.5913,1.1558,0.218999999999999,-0.9194,120000
f,1990-08-06,B.Tech/B.E.,information technology,76.0,2013,-0.1855,0.0328,-1.0697,0.97293,-0.2875,200000
m,1991-06-28,B.Tech/B.E.,computer engineering,82.17,2013,-0.159,0.2124,0.6248,0.2727,0.4805,475000
m,1991-05-30,B.Tech/B.E.,computer engineering,70.1,2012,-0.4173,0.5008,-0.7794,1.35483,0.1864,375000
m,1992-12-02,B.Tech/B.E.,electronics and communication engineering,60.0,2014,1.1336,1.5444,0.9322,-2.2627,0.4805,200000
m,1993-05-20,B.Tech/B.E.,electronics and communication engineering,75.0,2013,0.6646,-0.2793,-0.7794,-0.8778,-0.2875,260000
f,1991-11-12,B.Tech/B.E.,information technology,76.04,2013,-0.3027,0.3789,0.4711,0.0192,-0.2859,380000
m,1990-07-18,B.Tech/B.E.,information technology,73.5,2012,-2.0262,-3.7836,-2.7565,0.1459,-6.8009,180000
m,1991-05-12,B.Tech/B.E.,electronics and communication engineering,64.28,2012,-0.4463,0.2124,0.01,-0.6147,1.0554,200000
m,1992-01-01,B.Tech/B.E.,electronics and communication engineering,82.23,2013,0.5591,-0.7866,-0.4511,0.1459,0.2889,325000
m,1986-05-16,MCA,computer application,74.0,2011,0.2009,-1.2153,-0.7794,-0.5253,-0.2875,180000
f,1989-02-19,MCA,computer application,89.0,2012,-0.3027,-1.2861,0.01,2.1743,-1.4356,500000
f,1992-03-17,B.Tech/B.E.,computer science & engineering,70.5,2014,0.99,0.5454,-0.7585,0.3995,0.4805,320000
f,1991-11-22,B.Tech/B.E.,computer engineering,82.27,2013,0.8463,1.2114,0.9322,-0.1076,1.0554,325000
m,1992-09-05,B.Tech/B.E.,computer science & engineering,78.0,2014,-0.0154,-0.2871,0.9322,-2.2627,-0.2859,275000
m,1993-08-13,B.Tech/B.E.,electronics and communication engineering,72.6,2014,0.5591,0.8784,-0.6048,0.5262,0.0973,180000
m,1990-08-09,B.Tech/B.E.,electronics and electrical engineering,79.3,2012,-2.5811,-3.0094,-2.0131,0.1798,-3.763,445000
m,1992-12-28,B.Tech/B.E.,electronics and communication engineering,76.5,2014,-1.8825,-0.7866,-0.4511,-0.2344,-0.6692,325000
m,1992-02-28,B.Tech/B.E.,electronics and communication engineering,59.8,2015,0.7027,-0.2871,-0.6048,-0.8682,1.247,180000
m,1991-09-01,B.Tech/B.E.,electronics and communication engineering,66.96,2014,-1.1644,0.2124,0.3174,0.9066,-0.4776,510000
m,1991-02-26,B.Tech/B.E.,electrical engineering,67.7,2013,-0.8772,0.8784,-0.2974,0.653,-0.0943,415000
f,1991-03-13,B.Tech/B.E.,information technology,78.0,2012,0.9737,1.5928,0.8171,-0.96597,0.3444,420000
m,1991-06-11,B.Tech/B.E.,electronics and instrumentation engineering,72.0,2017,0.8463,1.3779,0.4711,-0.8682,0.8637,330000
m,1994-08-17,B.Tech/B.E.,computer science & engineering,72.45,2015,-0.0154,-1.9521,-1.527,0.1459,-2.9686,325000
m,1992-06-10,B.Tech/B.E.,computer science & engineering,75.0,2014,0.5591,0.2124,-0.1437,-1.8824,0.8637,185000
m,1991-12-15,B.Tech/B.E.,information technology,80.0,2013,0.5591,1.3779,2.008,-1.5021,0.8637,290000
f,1991-10-25,B.Tech/B.E.,information technology,80.0,2014,0.7027,0.7119,-0.1437,-0.4879,0.6721,190000
f,1993-08-01,B.Tech/B.E.,information technology,72.3,2014,1.1336,0.3789,-0.4511,0.0192,0.6721,300000
m,1992-10-05,B.Tech/B.E.,mechanical engineering,57.0,2015,1.2772,1.2114,2.1617,2.5546,1.247,110000
m,1990-05-22,B.Tech/B.E.,mechanical engineering,65.0,2012,0.2009,0.8128,1.2525,-0.4078,0.9763,435000
m,1991-11-05,B.Tech/B.E.,electronics and communication engineering,78.0,2013,0.7027,-0.1206,0.6248,0.3995,-0.4776,300000
m,1992-02-17,B.Tech/B.E.,computer science & engineering,73.8,2014,-0.0154,0.8784,0.9322,0.3995,1.247,350000
m,1991-10-20,B.Tech/B.E.,electronics and communication engineering,67.46,2013,0.2718,-1.1196,-0.6048,-1.3753,-1.6273,255000
m,1992-10-10,B.Tech/B.E.,information technology,73.1,2014,0.99,0.3789,0.4711,-1.5021,0.8637,210000
m,1992-06-18,B.Tech/B.E.,electronics and electrical engineering,66.85,2014,0.7027,0.8784,0.6248,-0.6147,1.0554,155000
m,1991-01-13,B.Tech/B.E.,electronics and communication engineering,64.0,2012,-0.5719,-0.5913,-0.344,-1.3478,-0.5245,400000
m,1989-10-20,B.Tech/B.E.,electronics and communication engineering,71.3,2012,-1.5765,-2.1513,-1.3599,0.0035,-0.4455,60000
m,1992-04-26,B.Tech/B.E.,electronics and communication engineering,78.5,2013,-0.880999999999999,0.3838,-0.7068,-0.8778,-0.9194,105000
m,1990-05-14,B.Tech/B.E.,computer science & engineering,65.3,2013,0.7027,0.0459,0.1637,-0.995,1.4386,185000
f,1987-06-12,B.Tech/B.E.,computer engineering,69.0,2010,0.0464,1.2808,-0.0537,-0.4078,0.9763,200000
m,1992-05-10,B.Tech/B.E.,computer science & engineering,71.18,2014,-0.5899,0.7119,0.4711,-0.3612,0.2889,315000
f,1988-09-06,B.Tech/B.E.,information technology,63.47,2010,-0.5719,1.4368,1.1074,0.6498,0.1864,105000
m,1989-07-21,B.Tech/B.E.,information technology,67.75,2011,1.4208,0.8784,0.4711,-0.4879,-0.8608,425000
m,1990-12-10,B.Tech/B.E.,information technology,62.81,2012,0.99,1.0449,1.2396,-1.3753,1.6302,220000
m,1993-02-05,B.Tech/B.E.,computer science & engineering,69.9,2014,-1.0208,0.7119,-1.0659,0.5262,0.4805,115000
m,1991-08-15,B.Tech/B.E.,computer science & engineering,67.0,2013,-1.1644,-0.6201,-1.527,-0.8682,-2.5853,300000
m,1991-01-28,B.Tech/B.E.,electronics and communication engineering,66.4,2012,0.6646,1.4368,1.0348,-1.2303,0.5024,260000
f,1992-03-22,B.Tech/B.E.,information technology,61.89,2014,-0.4463,-2.1186,0.1637,0.5262,-2.3937,105000
